model	objective	reaction	flux	status	minimum	maximum
iUL909.xml	obj	R_3HBCOAHLm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3HPH5MBDCm	1e-06	optimal	1e-06	1e-06
iUL909.xml	obj	R_3IPM3MT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3M2OBLOXRD1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3M2OBLOXRD2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3M2OBLOXRD3	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MBALDt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MBALDtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MOBDC	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MOBtm	-0.209679	optimal	-1000.0	-0.209679
iUL909.xml	obj	R_3MOPDC	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MOPDH1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MOPDH2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MOPDH3	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MOPt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3MOPtm	0.00696	optimal	-0.15992	999.84008
iUL909.xml	obj	R_3OAR100m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAR120m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAR140m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAR160m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAR180m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAR40m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAR60m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAR80m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAS100m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAS120m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAS140m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAS160m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAS180	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAS60m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OAS80m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OASTO	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3OPHB5Hm	1e-06	optimal	1e-06	1e-06
iUL909.xml	obj	R_3OPHB_5tm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3SALACBOXL	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3SALATAi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_3SPYRSP	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4ABUTNtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4ABUTtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4ABZt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4ABZtm	1e-06	optimal	1e-06	1e-06
iUL909.xml	obj	R_4H2OGLTtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4H2OGLTtp	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4HBZCOAFm	0.0	optimal	0.0	1e-06
iUL909.xml	obj	R_4HBZFm	0.0	optimal	0.0	1e-06
iUL909.xml	obj	R_4HBZtm	1e-06	optimal	0.0	1e-06
iUL909.xml	obj	R_4HGLSDm	0.0	optimal	-1000.0	0.0
iUL909.xml	obj	R_4HPHACR	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4HPHACS	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4HPRO_LTtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4HTHRS	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4MOPDC	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4MOPDH1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4MOPDH2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4MOPDH3	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_4MOPtm	-0.254549	optimal	-0.254549	-0.254549
iUL909.xml	obj	R_4NPHPP	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_56DURAt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_5AOPt2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_5AOPtm	-9e-06	optimal	-9e-06	-9e-06
iUL909.xml	obj	R_5HIURATEH	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_5HOXINDACTO2OX	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_5HOXINDACTOX	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_5MTHFtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_8AONNt2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AABTN	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AACOAT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AACTOOR	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AASAD1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AASAD2	0.232648	optimal	0.232648	0.232648
iUL909.xml	obj	R_AASAD3	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AATA	0.232648	optimal	0.232648	0.232648
iUL909.xml	obj	R_ABGS	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ABT2D_L	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ABT4D_L	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ABTA	1e-06	optimal	1e-06	1e-06
iUL909.xml	obj	R_ABTDG	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ABTLt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ABUTDm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ABUTt2r	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AC2MBTOHT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AC2PHETOHT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT10m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT1m	0.246501	optimal	0.246501	0.246501
iUL909.xml	obj	R_ACACT1x	0.896958	optimal	0.896958	1.069155
iUL909.xml	obj	R_ACACT2rx	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT3rx	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT4p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT5p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT6p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT7p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT8p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACT9p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACACtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACALDCD	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACALDt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACALDtm	0.0	optimal	-981.366844	0.0
iUL909.xml	obj	R_ACCOACr	1.349419	optimal	1.349419	1.349419
iUL909.xml	obj	R_ACCOACrm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACCOAtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACCOAtn	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACESt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACGAM6PS	0.084483	optimal	0.084483	0.084483
iUL909.xml	obj	R_ACGAMPM	0.084483	optimal	0.084483	0.084483
iUL909.xml	obj	R_ACGKm	0.298765	optimal	0.298765	0.298765
iUL909.xml	obj	R_ACGPID	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACGSm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACHLE1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACHLE2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACHLE3	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACHMStm	-1e-06	optimal	-1e-06	-1e-06
iUL909.xml	obj	R_ACIAMOHT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACIBUTOHT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACLSm	0.464228	optimal	0.0	0.464228
iUL909.xml	obj	R_ACOAD10NADm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAD8m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAD9m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAH	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAHim	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO04p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO06p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO08p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO20p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO22p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO24p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO4p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO5p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO6p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO7p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO8p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOAO9p	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOATA	0.171995	optimal	0.171995	0.171995
iUL909.xml	obj	R_ACOATAm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACODA	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOHT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACON3MT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACONT	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_ACONTm	4.693504	optimal	-995.306496	1000.0
iUL909.xml	obj	R_ACONTx	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_ACORNtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACOTAim	0.298765	optimal	0.298765	0.298765
iUL909.xml	obj	R_ACP1e	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACPS1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACPpds	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACPt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACPtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACRNtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACRNtp	0.0	optimal	0.0	2.082111
iUL909.xml	obj	R_ACS	0.033647	optimal	0.0	0.033647
iUL909.xml	obj	R_ACSERtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACSm	0.0	optimal	0.0	0.033647
iUL909.xml	obj	R_ACSp	0.0	optimal	0.0	0.033647
iUL909.xml	obj	R_ACt2e	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACter	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ACtm	0.0	optimal	0.0	0.033647
iUL909.xml	obj	R_ACtp	0.0	optimal	0.0	0.033647
iUL909.xml	obj	R_ACtr	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADA	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADCL	1e-06	optimal	1e-06	1e-06
iUL909.xml	obj	R_ADCS	1e-06	optimal	1e-06	1e-06
iUL909.xml	obj	R_ADEt2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADEtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADHAPR_PP	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADK1	1.248393	optimal	-1000.0	1000.0
iUL909.xml	obj	R_ADK1m	0.0	optimal	0.0	0.033647
iUL909.xml	obj	R_ADK3	0.0	optimal	-1000.0	999.866668
iUL909.xml	obj	R_ADK3m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADK4	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_ADK4m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADMDC	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADNCYC	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADNK1	0.061007	optimal	0.061007	0.061007
iUL909.xml	obj	R_ADNt2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADPRDP	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADPT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ADPter	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_ADPtn	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_ADSK	0.033645	optimal	0.033645	0.033645
iUL909.xml	obj	R_ADSL1r	0.133329	optimal	0.133329	0.133329
iUL909.xml	obj	R_ADSL2r	0.119287	optimal	0.119287	0.119287
iUL909.xml	obj	R_ADSS	0.133329	optimal	0.133329	0.133329
iUL909.xml	obj	R_AGAT_PP	0.064751	optimal	0.064751	0.064751
iUL909.xml	obj	R_AGL_PP	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AGMT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AGMt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AGPGAT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AGPGS	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AGPRim	0.298765	optimal	0.298765	0.298765
iUL909.xml	obj	R_AGPT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AGTi	2e-06	optimal	0.0	2e-06
iUL909.xml	obj	R_AHCYStm	-3e-06	optimal	-3e-06	-3e-06
iUL909.xml	obj	R_AHCi	0.061007	optimal	0.061007	0.061007
iUL909.xml	obj	R_AHMMPS	1e-06	optimal	1e-06	1e-06
iUL909.xml	obj	R_AHSERL	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AHSERL2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AICART	0.18623	optimal	0.18623	0.18623
iUL909.xml	obj	R_AIRCr	0.119287	optimal	0.119287	0.119287
iUL909.xml	obj	R_AKGDH1	2.464706	optimal	0.0	1000.0
iUL909.xml	obj	R_AKGDH2	2.464706	optimal	0.0	1000.0
iUL909.xml	obj	R_AKGDam	0.0	optimal	-997.707492	2.464706
iUL909.xml	obj	R_AKGDbm	2.464706	optimal	2.292508	2.464706
iUL909.xml	obj	R_AKGMAL	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_AKGMALtm	16.699041	optimal	16.634095	998.090785
iUL909.xml	obj	R_AKGMALtp	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_AKGt2n	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AKGt2r	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_AKGtp	0.0	optimal	-1000.0	1000.0
iUL909.xml	obj	R_AKP1	1e-06	optimal	0.0	1e-06
iUL909.xml	obj	R_AL6PI	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALACPYRL	0.15992	optimal	0.15992	0.15992
iUL909.xml	obj	R_ALACtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALADO	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALADt2r	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALASm	9e-06	optimal	9e-06	9e-06
iUL909.xml	obj	R_ALATA_L	-0.49877	optimal	-1000.0	1000.0
iUL909.xml	obj	R_ALATA_Lm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALAt2r	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALAtmi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD19	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD19y	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD22xi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD22xim	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD22yi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD23xi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD23xim	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD23yi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD24xi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD24xim	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD24yi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD25xi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD25xim	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD25yi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD26xi	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD26xim	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALCD2irm	0.0	optimal	0.0	981.366844
iUL909.xml	obj	R_ALCD2x	0.0	optimal	0.0	981.366844
iUL909.xml	obj	R_ALDD19x	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALDD20xm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALDD20y	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALDD20ym	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALDD22x	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALDD2x	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALDD2xm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALDD2y	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALDD2ym	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALKP	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALKPv	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALLK	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALLTAHr	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALLTNISOR	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALLTNr	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALLTNti	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALLTTti	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALLt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALPHNH	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALS6PE	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ALTOX	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AM6SAD	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMAOTr	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMCOXO	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMETt2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMETtm	3e-06	optimal	3e-06	3e-06
iUL909.xml	obj	R_AMGDLt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMID2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMID3	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMOBTA	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMPDA	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMPN	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMPTASECG	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMPTASEPG	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AMPtn	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ANPRT	0.05124	optimal	0.05124	0.05124
iUL909.xml	obj	R_ANS	0.05124	optimal	0.05124	0.05124
iUL909.xml	obj	R_AOBUTDs	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AOD	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_AP4AHr	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_APAT2r	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_APCADVS	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_APGSDmt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_APGSDmz	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_APGSDpt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_APGSDtn	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_APRAUR	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_APRTO2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARAB14LO	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARAB1D1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARAB1D2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARABR	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARABR2	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARAB_Dt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARAB_Lt	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARDENDR	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARGN	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARGSL	0.251657	optimal	0.251657	0.251657
iUL909.xml	obj	R_ARGSSr	0.251657	optimal	0.251657	0.251657
iUL909.xml	obj	R_ARGt2m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARGt2r	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARGt6	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ARMT	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ASADi	0.212814	optimal	0.212814	0.212814
iUL909.xml	obj	R_ASNN	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ASNS1	0.160746	optimal	0.160746	0.160746
iUL909.xml	obj	R_ASNTA	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ASNt2m	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ASNt2r	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ASNt6	0.0	optimal	0.0	1000.0
iUL909.xml	obj	R_ASNt7	0.0	optimal	0.0	1000.0
iUL909.xml	obj	R_ASNtm	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ASP1DC	0.000172	optimal	0.000172	0.000172
iUL909.xml	obj	R_ASPCT	0.115814	optimal	0.115814	0.115814
iUL909.xml	obj	R_ASPGLU2m	14.004599	optimal	13.939652	995.396342
iUL909.xml	obj	R_ASPGLUtp	0.0	optimal	-987.214915	1000.0
iUL909.xml	obj	R_ASPKi	0.212814	optimal	0.212814	0.212814
iUL909.xml	obj	R_ASPO1	0.0	optimal	0.0	0.0
iUL909.xml	obj	R_ASPO6	2e-06	optimal	2e-06	2e-06
iUL909.xml	obj	R_ASPTA	12.850032	optimal	-987.214915	1000.0
iUL909.xml	obj	R_ASPTAm	-14.004599	optimal	-995.396342	-13.939652
iUL909.xml	obj	R_ASPTAp	0.0	optimal	-987.214915	1000.0
iUL909.xml	obj	R_ASPt2m	0.0	optimal	0.0	0.0
